image,instances,positive_pixels,predicted_pixels,inference_seconds,tp,fp,fn,tn,precision,recall,specificity,iou,dice,pixel_accuracy
Image_20260714164248809_p021_x3584_y0384.jpg,0,0,0,0.05751983000004657,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p022_x0000_y0768.jpg,0,0,0,0.05473699599997417,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p026_x1536_y0768.jpg,2,1019,1126,0.05584186800001589,821,305,198,260820,0.7291296625222025,0.8056918547595682,0.9988319770224988,0.6200906344410876,0.7655011655011655,0.9980812072753906
Image_20260714164248809_p027_x1920_y0768.jpg,3,1491,1464,0.05875185699983376,1110,354,381,260299,0.7581967213114754,0.744466800804829,0.9986418725278435,0.6016260162601627,0.751269035532995,0.9971961975097656
Image_20260714164248809_p036_x1152_y1152.jpg,1,1760,1720,0.05680441599997721,1470,250,290,260134,0.8546511627906976,0.8352272727272727,0.9990398795624923,0.7313432835820896,0.8448275862068966,0.9979400634765625
Image_20260714164248809_p037_x1536_y1152.jpg,2,2918,2814,0.058399620999807667,2344,470,574,258756,0.8329779673063256,0.8032899246058944,0.9981869102636309,0.69185360094451,0.8178646196789952,0.9960174560546875
Image_20260714164248809_p038_x1920_y1152.jpg,5,2052,2596,0.058290921999969214,1726,870,326,259222,0.6648690292758089,0.8411306042884991,0.9966550297587008,0.5906913073237509,0.7426850258175559,0.9954376220703125
Image_20260714164248809_p039_x2304_y1152.jpg,1,789,887,0.05304016300010517,770,117,19,261238,0.8680947012401353,0.9759188846641318,0.9995523330336132,0.8498896247240618,0.918854415274463,0.999481201171875
Image_20260714164248809_p040_x2688_y1152.jpg,0,0,0,0.06583931099999063,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p047_x1152_y1536.jpg,2,3503,3029,0.0582239519999348,2509,520,994,258121,0.8283261802575107,0.7162432200970597,0.9979894912252891,0.6236639323887646,0.7682180036742192,0.9942245483398438
Image_20260714164248809_p048_x1536_y1536.jpg,2,841,896,0.055217142999936186,416,480,425,260823,0.4642857142857143,0.4946492271105826,0.9981630520889542,0.31491294473883424,0.4789867587795049,0.9965476989746094
Image_20260714164248809_p049_x1920_y1536.jpg,0,315,0,0.05653602100005628,0,0,315,261829,0.0,0.0,1.0,0.0,0.0,0.9987983703613281
Image_20260714164248809_p050_x2304_y1536.jpg,1,1485,2133,0.05969100800007254,1422,711,63,259948,0.6666666666666666,0.9575757575757575,0.9972722982901031,0.6475409836065574,0.7860696517412935,0.9970474243164062
Image_20260714164248809_p051_x2688_y1536.jpg,0,0,0,0.05860438099989551,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p057_x0768_y1920.jpg,0,0,0,0.057984499999975014,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p058_x1152_y1920.jpg,3,1183,237,0.060013853000100426,194,43,989,260918,0.8185654008438819,0.16398985629754861,0.9998352244205073,0.15823817292006526,0.27323943661971833,0.996063232421875
Image_20260714164248809_p059_x1536_y1920.jpg,2,2854,2741,0.058687123000026986,1865,876,989,258414,0.6804086099963517,0.653468815697267,0.9966215434455629,0.5,0.6666666666666666,0.9928855895996094
Image_20260714164248809_p060_x1920_y1920.jpg,3,2934,3744,0.05648818600002414,2359,1385,575,257825,0.6300747863247863,0.8040218132242672,0.9946568419428263,0.546191247974068,0.7064989517819706,0.992523193359375
Image_20260714164248809_p061_x2304_y1920.jpg,1,652,575,0.05543297799999891,376,199,276,261293,0.6539130434782608,0.5766871165644172,0.9992389824545301,0.4418331374853114,0.612876935615322,0.9981880187988281
Image_20260714164248809_p069_x1152_y2304.jpg,0,0,0,0.05620745500004887,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p070_x1536_y2304.jpg,1,580,562,0.05841546900001049,520,42,60,261522,0.9252669039145908,0.896551724137931,0.9998394274441437,0.8360128617363344,0.9106830122591943,0.9996109008789062
Image_20260714164248809_p071_x1920_y2304.jpg,3,549,772,0.05451461100005872,484,288,65,261307,0.6269430051813472,0.8816029143897997,0.9988990615264053,0.5782556750298686,0.732778198334595,0.9986534118652344
Image_20260714164248809_p077_x0000_y2560.jpg,0,0,0,0.05592838099983055,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p080_x1152_y2560.jpg,0,0,0,0.059409234999975524,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p082_x1920_y2560.jpg,0,0,0,0.059142905000044266,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260722_152957_p005_x1920_y0000.jpg,0,0,0,0.05729382699996677,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260722_152957_p007_x2688_y0000.jpg,0,0,0,0.05768610300015098,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260722_152957_p024_x0768_y0768.jpg,0,0,0,0.05919366399984938,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260722_152957_p025_x1152_y0768.jpg,1,263,364,0.06347375799987276,239,125,24,261756,0.6565934065934066,0.908745247148289,0.9995226839671454,0.615979381443299,0.7623604465709729,0.9994316101074219
Image_20260722_152957_p026_x1536_y0768.jpg,1,1565,1753,0.056627970999898025,1510,243,55,260336,0.8613804905875642,0.9648562300319489,0.9990674613073195,0.8351769911504425,0.9101868595539482,0.9988632202148438
Image_20260722_152957_p027_x1920_y0768.jpg,1,747,807,0.05564785399997163,648,159,99,261238,0.8029739776951673,0.8674698795180723,0.9993917298209237,0.7152317880794702,0.833976833976834,0.9990158081054688
Image_20260722_152957_p036_x1152_y1152.jpg,6,2366,4232,0.21110244199985573,2250,1982,116,257796,0.531663516068053,0.9509721048182587,0.9923704085796334,0.5174793008279669,0.6820248560169748,0.9919967651367188
Image_20260722_152957_p037_x1536_y1152.jpg,1,290,402,0.05323813099994368,276,126,14,261728,0.6865671641791045,0.9517241379310345,0.9995188158286679,0.6634615384615384,0.7976878612716763,0.9994659423828125
Image_20260722_152957_p038_x1920_y1152.jpg,2,23,311,0.05408463000003394,0,311,23,261810,0.0,0.0,0.9988135250514075,0.0,0.0,0.9987258911132812
Image_20260722_152957_p039_x2304_y1152.jpg,2,1420,1413,0.057446148999815705,1263,150,157,260574,0.8938428874734607,0.8894366197183099,0.9994246789708657,0.8044585987261147,0.891634309918814,0.9988288879394531
Image_20260722_152957_p043_x3584_y1152.jpg,0,0,0,0.05564521499991315,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260722_152957_p047_x1152_y1536.jpg,3,3349,3109,0.05823323100003108,2908,201,441,258594,0.9353489868124799,0.8683189011645267,0.9992233234799744,0.8191549295774648,0.9005884174667079,0.9975509643554688
Image_20260722_152957_p048_x1536_y1536.jpg,5,1826,1664,0.059145363999959955,1536,128,290,260190,0.9230769230769231,0.8411829134720701,0.999508293702318,0.7860798362333674,0.8802292263610315,0.9984054565429688
Image_20260722_152957_p049_x1920_y1536.jpg,2,2743,2855,0.054385837999916475,2466,389,277,259012,0.8637478108581436,0.8990156762668611,0.9985003912860783,0.7873563218390804,0.8810289389067524,0.9974594116210938
Image_20260722_152957_p050_x2304_y1536.jpg,3,2276,2508,0.05853937599999881,2038,470,238,259398,0.8125996810207337,0.8954305799648506,0.9981913894746564,0.7421704297159505,0.8520066889632107,0.9972991943359375
Image_20260722_152957_p051_x2688_y1536.jpg,0,0,0,0.0702452739999444,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260722_152957_p059_x1536_y1920.jpg,1,1964,1757,0.06540409900003397,1719,38,245,260142,0.9783722253841776,0.8752545824847251,0.9998539472672765,0.8586413586413586,0.9239451760279495,0.9989204406738281
Image_20260722_152957_p060_x1920_y1920.jpg,4,1856,1979,0.061287702000072386,1624,355,232,259933,0.8206164729661445,0.875,0.9986361261372019,0.7345092718227046,0.8469361147327249,0.9977607727050781
Image_20260722_152957_p061_x2304_y1920.jpg,1,1329,1369,0.05437790899986794,1138,231,191,260584,0.831263696128561,0.8562829194883371,0.9991143147441673,0.7294871794871794,0.843587842846553,0.9983901977539062
