image,instances,positive_pixels,predicted_pixels,inference_seconds,tp,fp,fn,tn,precision,recall,specificity,iou,dice,pixel_accuracy
Image_20260714164245562_p039_x2304_y1152.jpg,1,1084,2051,0.05925510799988842,1033,1018,51,260042,0.5036567528035105,0.9529520295202952,0.9961005132919636,0.49143672692673646,0.6590111642743222,0.9959220886230469
Image_20260714164245562_p047_x1152_y1536.jpg,1,1789,1831,0.06421325100018294,1528,303,261,260052,0.8345166575641726,0.854108440469536,0.9988362044132051,0.7304015296367112,0.8441988950276244,0.9978485107421875
Image_20260714164245562_p048_x1536_y1536.jpg,1,475,372,0.06238706999988608,0,372,475,261297,0.0,0.0,0.9985783566261193,0.0,0.0,0.9967689514160156
Image_20260714164245562_p049_x1920_y1536.jpg,0,0,0,0.061157512000136194,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164245562_p050_x2304_y1536.jpg,1,741,1000,0.062099154000179624,730,270,11,261133,0.73,0.9851551956815114,0.998967112083641,0.722057368941642,0.8385985066053991,0.9989280700683594
Image_20260714164245562_p051_x2688_y1536.jpg,0,0,0,0.06623269100009566,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164245562_p056_x0384_y1920.jpg,0,0,0,0.055800068000053216,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164245562_p058_x1152_y1920.jpg,0,234,0,0.0533784269998705,0,0,234,261910,0.0,0.0,1.0,0.0,0.0,0.9991073608398438
Image_20260714164245562_p059_x1536_y1920.jpg,3,2979,2357,0.05847864099996514,1912,445,1067,258720,0.8112006788290199,0.6418261161463579,0.9982829471572164,0.5584112149532711,0.7166416791604198,0.994232177734375
Image_20260714164245562_p060_x1920_y1920.jpg,1,1824,2274,0.061607798000068215,1788,486,36,259834,0.7862796833773087,0.9802631578947368,0.9981330669944684,0.7740259740259741,0.8726207906295754,0.9980087280273438
Image_20260714164245562_p061_x2304_y1920.jpg,0,218,0,0.05562168500000553,0,0,218,261926,0.0,0.0,1.0,0.0,0.0,0.9991683959960938
Image_20260714164245562_p072_x2304_y2304.jpg,0,0,0,0.05925345099990409,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164245562_p078_x0384_y2560.jpg,0,0,0,0.05581388700011303,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164245562_p082_x1920_y2560.jpg,0,0,0,0.05808721800008243,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164245562_p083_x2304_y2560.jpg,0,0,0,0.06173050099982902,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p000_x0000_y0000.jpg,0,0,0,0.05337433800013969,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p001_x0384_y0000.jpg,0,0,0,0.061082100000021455,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p004_x1536_y0000.jpg,0,0,0,0.061545174999992014,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p007_x2688_y0000.jpg,0,0,0,0.05767655099998592,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p012_x0384_y0384.jpg,0,0,0,0.05379452200008927,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p015_x1536_y0384.jpg,0,0,0,0.054019515999925716,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
Image_20260714164248809_p016_x1920_y0384.jpg,0,0,0,0.06645749299991621,0,0,0,262144,0.0,0.0,1.0,0.0,0.0,1.0
